run,checkpoint,case_id,query_count,Kq_min,Kq_max,Kq_mean,Kq_q10,Kq_q90,Kq_histogram
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0675,8192,2,6,3.2359619140625,2.0,4.0,"{""2"": 969, ""3"": 4926, ""4"": 1785, ""5"": 419, ""6"": 93}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0676,8192,2,6,3.182373046875,2.0,4.0,"{""2"": 1551, ""3"": 4158, ""4"": 2011, ""5"": 382, ""6"": 90}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0677,8192,2,6,3.209228515625,2.0,4.0,"{""2"": 1873, ""3"": 3229, ""4"": 2606, ""5"": 471, ""6"": 13}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0678,8192,1,6,3.1429443359375,2.0,4.0,"{""1"": 5, ""2"": 1341, ""3"": 4624, ""4"": 1972, ""5"": 200, ""6"": 50}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0679,8192,2,6,3.0791015625,2.0,4.0,"{""2"": 2122, ""3"": 3562, ""4"": 2274, ""5"": 206, ""6"": 28}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0680,8192,2,6,3.1072998046875,2.0,4.0,"{""2"": 1786, ""3"": 4126, ""4"": 1954, ""5"": 267, ""6"": 59}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0681,8192,1,6,3.0201416015625,2.0,4.0,"{""1"": 50, ""2"": 2208, ""3"": 3706, ""4"": 2000, ""5"": 211, ""6"": 17}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0682,8192,1,6,3.1158447265625,2.0,4.0,"{""1"": 40, ""2"": 1645, ""3"": 4179, ""4"": 2036, ""5"": 238, ""6"": 54}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0683,8192,2,6,3.0777587890625,2.0,4.0,"{""2"": 1880, ""3"": 4253, ""4"": 1682, ""5"": 296, ""6"": 81}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0684,8192,2,6,3.104248046875,2.0,4.0,"{""2"": 1785, ""3"": 4020, ""4"": 2165, ""5"": 192, ""6"": 30}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0685,8192,2,6,3.1611328125,2.0,4.0,"{""2"": 1309, ""3"": 4557, ""4"": 2061, ""5"": 227, ""6"": 38}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0686,8192,2,6,3.0960693359375,2.0,4.0,"{""2"": 1763, ""3"": 4142, ""4"": 2041, ""5"": 229, ""6"": 17}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0687,8192,2,6,3.1302490234375,2.0,4.0,"{""2"": 1522, ""3"": 4295, ""4"": 2180, ""5"": 176, ""6"": 19}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0688,8192,2,6,3.056396484375,2.0,4.0,"{""2"": 1903, ""3"": 4170, ""4"": 1886, ""5"": 220, ""6"": 13}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0689,8192,2,6,3.2086181640625,2.0,4.0,"{""2"": 949, ""3"": 4864, ""4"": 2107, ""5"": 265, ""6"": 7}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0690,8192,2,6,3.0999755859375,2.0,4.0,"{""2"": 1771, ""3"": 4088, ""4"": 2101, ""5"": 207, ""6"": 25}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0691,8192,2,6,3.16162109375,2.0,4.0,"{""2"": 1694, ""3"": 3798, ""4"": 2408, ""5"": 266, ""6"": 26}"
Run 1501,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1501_20260922_211056_sparse_incidence_adaptive_honf/best_by_field_mse_model.pt,0692,8192,2,6,3.13916015625,2.0,4.0,"{""2"": 1510, ""3"": 4350, ""4"": 2027, ""5"": 292, ""6"": 13}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0273,8192,2,6,3.55322265625,3.0,5.0,"{""2"": 530, ""3"": 3953, ""4"": 2454, ""5"": 1157, ""6"": 98}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0274,8192,1,7,3.3399658203125,2.0,4.0,"{""1"": 66, ""2"": 951, ""3"": 4254, ""4"": 2134, ""5"": 633, ""6"": 148, ""7"": 6}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0275,8192,2,7,3.725341796875,3.0,5.0,"{""2"": 45, ""3"": 3529, ""4"": 3341, ""5"": 1186, ""6"": 90, ""7"": 1}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0276,8192,2,6,3.5931396484375,3.0,5.0,"{""2"": 352, ""3"": 3806, ""4"": 2933, ""5"": 1025, ""6"": 76}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0277,8192,2,6,3.6962890625,3.0,5.0,"{""2"": 317, ""3"": 2874, ""4"": 4073, ""5"": 836, ""6"": 92}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0278,8192,2,6,3.5462646484375,3.0,4.0,"{""2"": 261, ""3"": 4098, ""4"": 3016, ""5"": 731, ""6"": 86}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0279,8192,2,6,3.5155029296875,3.0,5.0,"{""2"": 236, ""3"": 4398, ""4"": 2687, ""5"": 841, ""6"": 30}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0280,8192,2,7,3.6197509765625,3.0,5.0,"{""2"": 180, ""3"": 4013, ""4"": 2897, ""5"": 950, ""6"": 148, ""7"": 4}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0281,8192,2,6,3.64794921875,3.0,5.0,"{""2"": 547, ""3"": 3386, ""4"": 2804, ""5"": 1314, ""6"": 141}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0282,8192,2,6,3.5731201171875,3.0,5.0,"{""2"": 271, ""3"": 3870, ""4"": 3144, ""5"": 899, ""6"": 8}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0283,8192,2,6,3.3995361328125,3.0,4.0,"{""2"": 286, ""3"": 4978, ""4"": 2367, ""5"": 491, ""6"": 70}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0284,8192,2,6,3.384521484375,3.0,4.0,"{""2"": 338, ""3"": 4883, ""4"": 2478, ""5"": 469, ""6"": 24}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0285,8192,2,6,3.6104736328125,3.0,5.0,"{""2"": 425, ""3"": 3536, ""4"": 3057, ""5"": 1153, ""6"": 21}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0286,8192,2,7,3.4364013671875,3.0,5.0,"{""2"": 541, ""3"": 4555, ""4"": 2181, ""5"": 813, ""6"": 99, ""7"": 3}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0287,8192,2,6,3.4212646484375,3.0,4.0,"{""2"": 537, ""3"": 4237, ""4"": 2872, ""5"": 522, ""6"": 24}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0288,8192,2,6,3.3955078125,2.0,4.0,"{""2"": 837, ""3"": 3844, ""4"": 3004, ""5"": 448, ""6"": 59}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0289,8192,2,6,3.4696044921875,3.0,4.0,"{""2"": 404, ""3"": 4321, ""4"": 2746, ""5"": 658, ""6"": 63}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0290,8192,2,6,3.3192138671875,3.0,4.0,"{""2"": 322, ""3"": 5242, ""4"": 2343, ""5"": 261, ""6"": 24}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0291,8192,2,6,3.3968505859375,3.0,4.0,"{""2"": 317, ""3"": 4838, ""4"": 2550, ""5"": 443, ""6"": 44}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0292,8192,2,6,3.7132568359375,3.0,5.0,"{""2"": 32, ""3"": 3678, ""4"": 3234, ""5"": 1103, ""6"": 145}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0293,8192,2,6,3.4501953125,3.0,4.0,"{""2"": 422, ""3"": 4338, ""4"": 2802, ""5"": 582, ""6"": 48}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0294,8192,2,6,3.3602294921875,2.0,4.0,"{""2"": 847, ""3"": 4280, ""4"": 2339, ""5"": 719, ""6"": 7}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0295,8192,2,6,3.4100341796875,3.0,4.0,"{""2"": 798, ""3"": 4078, ""4"": 2559, ""5"": 673, ""6"": 84}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0296,8192,2,6,3.0960693359375,2.0,4.0,"{""2"": 1463, ""3"": 4789, ""4"": 1647, ""5"": 276, ""6"": 17}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0297,8192,2,6,3.26513671875,2.0,4.0,"{""2"": 843, ""3"": 4824, ""4"": 2037, ""5"": 486, ""6"": 2}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0298,8192,2,6,3.23779296875,2.0,4.0,"{""2"": 1069, ""3"": 4706, ""4"": 1846, ""5"": 542, ""6"": 29}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0299,8192,2,6,3.2080078125,2.0,4.0,"{""2"": 1216, ""3"": 4503, ""4"": 2032, ""5"": 435, ""6"": 6}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0300,8192,2,6,3.23828125,2.0,4.0,"{""2"": 1110, ""3"": 4514, ""4"": 2110, ""5"": 422, ""6"": 36}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0301,8192,2,6,3.3345947265625,3.0,4.0,"{""2"": 344, ""3"": 5238, ""4"": 2150, ""5"": 445, ""6"": 15}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0302,8192,2,6,3.1138916015625,2.0,4.0,"{""2"": 1801, ""3"": 3892, ""4"": 2280, ""5"": 203, ""6"": 16}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0633,8192,2,6,3.55029296875,3.0,5.0,"{""2"": 528, ""3"": 3976, ""4"": 2430, ""5"": 1168, ""6"": 90}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0634,8192,1,7,3.343017578125,2.0,4.0,"{""1"": 26, ""2"": 1026, ""3"": 4171, ""4"": 2201, ""5"": 624, ""6"": 137, ""7"": 7}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0635,8192,2,6,3.6961669921875,3.0,5.0,"{""2"": 21, ""3"": 3561, ""4"": 3549, ""5"": 1008, ""6"": 53}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0636,8192,2,6,3.6053466796875,3.0,5.0,"{""2"": 327, ""3"": 3774, ""4"": 2972, ""5"": 1043, ""6"": 76}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0637,8192,2,6,3.70263671875,3.0,5.0,"{""2"": 336, ""3"": 2800, ""4"": 4116, ""5"": 844, ""6"": 96}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0638,8192,2,6,3.5103759765625,3.0,4.0,"{""2"": 295, ""3"": 4155, ""4"": 3027, ""5"": 696, ""6"": 19}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0639,8192,2,6,3.5030517578125,3.0,5.0,"{""2"": 265, ""3"": 4436, ""4"": 2624, ""5"": 839, ""6"": 28}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0640,8192,2,7,3.6246337890625,3.0,5.0,"{""2"": 110, ""3"": 4277, ""4"": 2556, ""5"": 1079, ""6"": 167, ""7"": 3}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0641,8192,2,6,3.60009765625,3.0,5.0,"{""2"": 596, ""3"": 3554, ""4"": 2652, ""5"": 1310, ""6"": 80}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0642,8192,2,6,3.572509765625,3.0,5.0,"{""2"": 225, ""3"": 3920, ""4"": 3185, ""5"": 856, ""6"": 6}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0643,8192,2,7,3.5545654296875,3.0,5.0,"{""2"": 333, ""3"": 3913, ""4"": 3112, ""5"": 742, ""6"": 88, ""7"": 4}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0644,8192,2,6,3.3717041015625,2.0,4.0,"{""2"": 835, ""3"": 4218, ""4"": 2445, ""5"": 647, ""6"": 47}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0645,8192,1,6,3.4788818359375,3.0,5.0,"{""1"": 108, ""2"": 472, ""3"": 3993, ""4"": 2714, ""5"": 818, ""6"": 87}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0646,8192,2,7,3.7587890625,3.0,5.0,"{""2"": 114, ""3"": 3406, ""4"": 3113, ""5"": 1461, ""6"": 97, ""7"": 1}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0647,8192,2,6,3.5257568359375,3.0,4.0,"{""2"": 365, ""3"": 3915, ""4"": 3195, ""5"": 674, ""6"": 43}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0648,8192,2,6,3.408203125,3.0,4.0,"{""2"": 778, ""3"": 3843, ""4"": 3075, ""5"": 441, ""6"": 55}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0649,8192,2,6,3.46337890625,3.0,4.0,"{""2"": 380, ""3"": 4351, ""4"": 2825, ""5"": 557, ""6"": 79}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0650,8192,2,6,3.40380859375,3.0,4.0,"{""2"": 244, ""3"": 4883, ""4"": 2621, ""5"": 401, ""6"": 43}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0651,8192,2,6,3.463134765625,3.0,4.0,"{""2"": 280, ""3"": 4705, ""4"": 2388, ""5"": 771, ""6"": 48}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0652,8192,2,6,3.732666015625,3.0,5.0,"{""2"": 55, ""3"": 3655, ""4"": 3190, ""5"": 1009, ""6"": 283}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0653,8192,2,6,3.456298828125,3.0,4.0,"{""2"": 478, ""3"": 4112, ""4"": 3031, ""5"": 528, ""6"": 43}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0654,8192,2,6,3.4298095703125,3.0,4.0,"{""2"": 339, ""3"": 4823, ""4"": 2257, ""5"": 716, ""6"": 57}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0655,8192,2,7,3.551025390625,3.0,5.0,"{""2"": 489, ""3"": 3978, ""4"": 2529, ""5"": 1121, ""6"": 68, ""7"": 7}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0656,8192,2,6,3.42724609375,3.0,5.0,"{""2"": 599, ""3"": 4389, ""4"": 2332, ""5"": 849, ""6"": 23}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0657,8192,2,6,3.3817138671875,3.0,4.0,"{""2"": 553, ""3"": 4776, ""4"": 2096, ""5"": 717, ""6"": 50}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0658,8192,2,6,3.2889404296875,3.0,4.0,"{""2"": 757, ""3"": 4845, ""4"": 2080, ""5"": 486, ""6"": 24}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0659,8192,2,6,3.501220703125,3.0,4.0,"{""2"": 347, ""3"": 4197, ""4"": 2862, ""5"": 767, ""6"": 19}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0660,8192,2,6,3.4210205078125,3.0,4.0,"{""2"": 456, ""3"": 4702, ""4"": 2255, ""5"": 687, ""6"": 92}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0661,8192,2,6,3.498291015625,3.0,4.0,"{""2"": 276, ""3"": 4264, ""4"": 2977, ""5"": 644, ""6"": 31}"
Run 1502,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1502_20260923_004751_sparse_incidence_environment_sparsemax/best_by_field_mse_model.pt,0662,8192,2,6,3.3363037109375,3.0,4.0,"{""2"": 772, ""3"": 4305, ""4"": 2729, ""5"": 360, ""6"": 26}"
