case_id,kmax,active_module_count,M_active,M_padded,active_module_source_ids,query_source_count,query_selection,query_domain_bounds,active_mask,module_mass,environment_mass,kappa,module_source_degree_mean,environment_source_degree_mean,query_degree_mean,module_effective_groups_mean,environment_effective_groups_mean,query_effective_groups_mean,module_assignment_numerical_rank,environment_assignment_numerical_rank,query_assignment_numerical_rank,joint_source_assignment_numerical_rank,module_entropy_mean,environment_entropy_mean,query_entropy_mean,module_empty_columns,environment_empty_columns,proposal_module_empty_columns,proposal_environment_empty_columns,proposal_assignments_available,proposal_active_mask,proposal_vs_refined_module_max_abs,proposal_vs_refined_environment_max_abs,p1_p2_assignment_refresh_observed,module_radius_mean,environment_radius_mean,module_radius_shuffled_mass_preserving_mean,environment_radius_shuffled_mass_preserving_mean,joint_centre_separation_mean,query_to_joint_centre_mean,query_source_empty_positive_entries,module_logical_paths,environment_logical_paths,module_unique_pairs,environment_unique_pairs,module_RM_support,environment_RE_support,module_multiplicity,environment_multiplicity,module_dense_valid_pairs,environment_dense_valid_pairs,proposal_normalized,refined_normalized,inactive_module_rows_zero,phase_ledger,p2_module_actual_rows,p2_module_padded_rows,p2_module_geometry_rows,p2_module_content_rows,p2_environment_actual_rows,p2_environment_padded_rows,p2_environment_geometry_rows,p2_environment_content_rows,registered_capacity,occupied_source_groups,pi,pi_sum,kappa_from_pi,kappa_formula_max_abs,query_count,query_degree_median,query_degree_p95,query_degree_min,query_degree_max,query_degree_histogram,module_source_degree_histogram,environment_source_degree_histogram,no_empty_query_support
0273,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.04142724474271138, 0.011350939671198526, 0.09739033629496892, 0.0, 0.0, 0.14977165528883535, 0.08446750044822693, 0.2128568850457668, 0.1536813030640284, 0.002242414804641157, 0.24560517227898038, 0.0012065536187340815]","[0.04728540495489141, 0.02041996575765855, 0.09995717456331478, 0.12123507738579063, 0.08211634979428101, 0.10435469233683152, 0.03821881424907285, 0.09843995738386488, 0.12220801558578386, 0.07506671479980773, 0.08895586473712078, 0.10174196940109444]",8.880494117736816,6.0,2.140625,3.552734375,3.2730665154918834,1.6471473806751427,2.500490195394022,3,12,11,12,0.5298470151590332,0.2046345660002756,0.40491300198746866,"[3, 4]",[],"[3, 4]",[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.3795055654912631,1.4753276127746233,0.5041924073376174,3.7796401927302083,3.96413047559246,1.1829468822761764,0,6223,132309,2804,89638,0.9127604166666666,0.4559224446614583,2.2193295292439372,1.4760369486155425,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 132309.0, ""padded_rows"": 0.0, ""unique_pairs"": 89638.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 138532.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 6223.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2804.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 92442.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.0443563275039196, 0.015885453671216965, 0.0986737608909607, 0.060617536306381226, 0.04105817899107933, 0.12706318497657776, 0.061343155801296234, 0.15564842522144318, 0.13794466853141785, 0.038654573261737823, 0.16728052496910095, 0.05147425830364227]",1.0000000484287739,8.88049376641347,3.513233455265663e-07,1024,3.0,5.0,2,6,"{""2"": 73, ""3"": 493, ""4"": 292, ""5"": 151, ""6"": 15}","{""0"": 9, ""6"": 3}","{""1"": 38, ""2"": 103, ""3"": 38, ""4"": 12, ""5"": 1}",True
0274,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.043929775555928544, 0.026260919868946075, 0.0066557880491018295, 0.021231047188242275, 0.0, 0.17266642612715563, 0.11941195527712503, 0.17515332003434497, 0.16227013835062584, 0.023120815555254616, 0.09792899003514322, 0.1513708469768365]","[0.047121413047231435, 0.013582401055221757, 0.09819244192112817, 0.06978042196230184, 0.0751864166231826, 0.11960662872782751, 0.05379230276836704, 0.06426349169729899, 0.12709399396165583, 0.09824970376212147, 0.09026887668005656, 0.14286190852969105]",9.345694541931152,6.333333333333333,2.09375,3.3134765625,2.9288839606286747,1.6144532931878934,2.320617506943325,3,12,12,12,0.5070497343227468,0.1929365886850716,0.36951312036015577,[4],[],[4],[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.5984202643312263,1.440341969883845,0.7042510769541823,3.7755632209310135,4.3213696909251755,1.1065502491750416,0,5994,120579,2778,85494,0.904296875,0.434844970703125,2.1576673866090714,1.4103796757667204,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 120579.0, ""padded_rows"": 0.0, ""unique_pairs"": 85494.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 126573.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 5994.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2778.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 88272.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.04552559554576874, 0.01992166042327881, 0.0524241179227829, 0.04550573602318764, 0.037593211978673935, 0.14613653719425201, 0.08660213649272919, 0.11970840394496918, 0.14468207955360413, 0.060685254633426666, 0.09409894049167633, 0.14711639285087585]",1.0000000670552254,9.3456957311527,1.189221547903685e-06,1024,3.0,5.0,1,7,"{""1"": 9, ""2"": 123, ""3"": 538, ""4"": 266, ""5"": 69, ""6"": 18, ""7"": 1}","{""0"": 9, ""6"": 2, ""7"": 1}","{""1"": 49, ""2"": 91, ""3"": 42, ""4"": 5, ""5"": 5}",True
0275,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.0, 0.004331766006847222, 0.06404118239879608, 0.0, 0.0006065115643044312, 0.009844147755453983, 0.1593105917175611, 0.28654037043452263, 0.21320806443691254, 0.049344172080357865, 0.06865466137727101, 0.1441185176372528]","[0.042581126942726165, 0.024322257163779188, 0.09666255242579308, 0.09997446047297369, 0.0527958994692502, 0.11345264066524882, 0.05980650304506222, 0.06325002563729262, 0.12336148827065094, 0.09685873107810042, 0.10286537775148948, 0.12406893659014408]",8.641690254211426,6.0,2.2083333333333335,3.7158203125,3.107881939921034,1.681232306403235,2.5964455512229927,3,12,12,12,0.5323951201689751,0.21586220535559883,0.42565014495826936,"[0, 3]",[],"[0, 3]",[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.5554104542761182,1.4922549429940697,0.8869263559206791,3.787162457394524,4.13091695973213,1.1695018891960598,0,7067,141738,2833,96283,0.9222005208333334,0.4897206624348958,2.4945287680903636,1.4720978781300957,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 141738.0, ""padded_rows"": 0.0, ""unique_pairs"": 96283.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 148805.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 7067.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2833.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 99116.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.02129056490957737, 0.014327011071145535, 0.08035187423229218, 0.04998723790049553, 0.026701204478740692, 0.061648398637771606, 0.10955855250358582, 0.17489521205425262, 0.16828478872776031, 0.07310144603252411, 0.08576002717018127, 0.1340937316417694]",1.0000000493600965,8.641690997895589,7.436841631403013e-07,1024,4.0,5.0,2,7,"{""2"": 4, ""3"": 459, ""4"": 402, ""5"": 143, ""6"": 15, ""7"": 1}","{""0"": 9, ""5"": 1, ""6"": 1, ""7"": 1}","{""1"": 32, ""2"": 99, ""3"": 50, ""4"": 11}",True
0276,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.0, 0.0, 0.2220717146992683, 0.0, 0.06028522551059723, 0.05865092327197392, 0.07458331187566121, 0.1485492835442225, 0.06524490440885225, 0.007453600410372018, 0.20945367217063904, 0.15370739499727884]","[0.048117759821858876, 0.050501080346293754, 0.09451357909711078, 0.1335538624698529, 0.07430117854770892, 0.07924698603164872, 0.048480868184318134, 0.07552688945240031, 0.09083417065752047, 0.07173649566054036, 0.11024714571734272, 0.12293998254851128]",9.199907302856445,5.333333333333333,2.09375,3.568359375,3.0337379741770163,1.5792219644347025,2.4993039815374023,3,12,12,12,0.5149717699952507,0.1859421563750756,0.409044191320306,"[0, 1, 3]",[],"[0, 1, 3]",[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.5786856310699992,1.4106954329918364,1.0436256933445613,3.7844937133695895,3.9780725745326935,1.1942968691616969,0,5908,121535,2512,87411,0.8177083333333334,0.4445953369140625,2.3519108280254777,1.3903856494033933,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 121535.0, ""padded_rows"": 0.0, ""unique_pairs"": 87411.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 127443.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 5908.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2512.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 89923.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.024058880284428596, 0.025250539183616638, 0.15829265117645264, 0.06677693128585815, 0.0672932043671608, 0.06894895434379578, 0.06153209134936333, 0.11203809082508087, 0.07803954184055328, 0.039595045149326324, 0.15985040366649628, 0.13832369446754456]",1.0000000279396772,9.199907856797273,5.539408274302104e-07,1024,3.0,5.0,2,6,"{""2"": 50, ""3"": 489, ""4"": 343, ""5"": 137, ""6"": 5}","{""0"": 9, ""5"": 2, ""6"": 1}","{""1"": 46, ""2"": 93, ""3"": 43, ""4"": 9, ""5"": 1}",True
0277,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.0, 0.0, 0.14571233590443927, 0.007882579074551662, 0.052561903993288674, 0.04574900116616239, 0.18100506067276, 0.19236583014329273, 0.014794034883379934, 0.001908544140557448, 0.1296924650669098, 0.228328267733256]","[0.053716191080942145, 0.0401214711018838, 0.08740027132444082, 0.0889052986749448, 0.06049013333783176, 0.09767953800474062, 0.048835008421368314, 0.059134958447733275, 0.12004374601625993, 0.09778278998176879, 0.12240242742215436, 0.12348816734932674]",9.236119270324707,5.333333333333333,2.1979166666666665,3.708984375,2.9834443979851297,1.642273910959967,2.5415246595379144,3,12,12,12,0.48235000012667933,0.207901212646335,0.41855634378799456,"[0, 1]",[],"[0, 1]",[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.4298213225264414,1.4708126181850096,1.0029853756687808,3.7887080706573095,4.3309703046370345,1.258795707338601,0,5816,134894,2437,93107,0.7932942708333334,0.4735666910807292,2.386540828887977,1.4488062122074603,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 134894.0, ""padded_rows"": 0.0, ""unique_pairs"": 93107.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 140710.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 5816.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2437.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 95544.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.026858096942305565, 0.020060736685991287, 0.1165563091635704, 0.04839393496513367, 0.05652601644396782, 0.07171426713466644, 0.11492003500461578, 0.12575039267539978, 0.0674188956618309, 0.049845658242702484, 0.12604744732379913, 0.17590822279453278]",1.000000013038516,9.236117825197699,1.4451270082815881e-06,1024,4.0,5.0,2,6,"{""2"": 43, ""3"": 338, ""4"": 528, ""5"": 104, ""6"": 11}","{""0"": 9, ""4"": 1, ""6"": 2}","{""1"": 40, ""2"": 85, ""3"": 57, ""4"": 9, ""5"": 1}",True
0278,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.015809993885341097, 1.0606227685154105e-05, 0.16397517360746858, 0.08047907054424286, 0.11265968283017476, 0.2740261654059092, 0.0, 0.06584443241202582, 0.02683768793940544, 0.03741434713204701, 0.19175823343296844, 0.031184598182638485]","[0.04630329242597025, 0.04353470783098601, 0.12163808392748854, 0.09246367084172866, 0.08482128706721899, 0.12586334468990876, 0.04328047844076839, 0.09161146894136135, 0.09102935232416107, 0.06901248819970836, 0.07454505957381723, 0.11589676599639159]",8.684626579284668,6.333333333333333,2.28125,3.57421875,3.1407221999948844,1.755073031164489,2.460016328242534,3,12,12,12,0.5232887597412846,0.23528118939023454,0.4036361740037674,[6],[],[6],[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.6046045057365891,1.5141775572487013,0.9983975136772121,3.79013695817672,4.237562978195278,1.2179416243195795,0,6313,138584,2602,93545,0.8470052083333334,0.4757944742838542,2.426210607225211,1.4814688118018067,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 138584.0, ""padded_rows"": 0.0, ""unique_pairs"": 93545.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 144897.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 6313.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2602.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 96147.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.031056642532348633, 0.021772658452391624, 0.14280663430690765, 0.08647136390209198, 0.09874048084020615, 0.19994474947452545, 0.021640237420797348, 0.07872796058654785, 0.058933526277542114, 0.053213417530059814, 0.13315165042877197, 0.07354067265987396]",0.9999999944120646,8.684626986844131,4.0755946351112016e-07,1024,3.0,5.0,2,6,"{""2"": 31, ""3"": 492, ""4"": 393, ""5"": 98, ""6"": 10}","{""0"": 9, ""6"": 2, ""7"": 1}","{""1"": 24, ""2"": 103, ""3"": 53, ""4"": 11, ""5"": 1}",True
0279,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.0, 0.02001324544350306, 0.04860397661104798, 0.0, 0.0004341056337580085, 0.09059457100132325, 0.07240572075049082, 0.2454516291618347, 0.18457265198230743, 0.1006718079249064, 0.10057655877123277, 0.13667571047941843]","[0.036837257214453224, 0.0349064686258013, 0.09515646162132423, 0.10383461475915587, 0.061502928864986955, 0.12980664315788693, 0.04428951465524733, 0.07843107280981106, 0.09625174017855895, 0.09719710005447267, 0.1059831251380577, 0.11580307226783285]",9.276880264282227,6.333333333333333,1.9479166666666667,3.529296875,3.292610454348006,1.5296588796788593,2.5150138703111313,3,12,12,12,0.5287675666276388,0.17182206003623465,0.4097396928181716,"[0, 3]",[],"[0, 3]",[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.4075613564556146,1.402764826255769,0.6069025484936535,3.7755009885562614,4.054522318449824,1.216712132619921,0,7093,116407,2906,86851,0.9459635416666666,0.4417470296223958,2.4408121128699243,1.3403069624989925,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 116407.0, ""padded_rows"": 0.0, ""unique_pairs"": 86851.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 123500.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 7093.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2906.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 89757.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.018418628722429276, 0.02745985798537731, 0.07188021391630173, 0.05191730707883835, 0.03096851520240307, 0.11020060628652573, 0.05834762006998062, 0.16194134950637817, 0.14041221141815186, 0.09893445670604706, 0.10327985882759094, 0.12623938918113708]",1.0000000149011612,9.276880343145939,7.886371200527265e-08,1024,3.0,5.0,2,6,"{""2"": 23, ""3"": 554, ""4"": 334, ""5"": 108, ""6"": 5}","{""0"": 9, ""6"": 2, ""7"": 1}","{""1"": 56, ""2"": 95, ""3"": 36, ""4"": 5}",True
0280,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.016550710890442133, 0.0011681070706496635, 0.17783739247048894, 0.06394853194554646, 0.028699460128943123, 0.1784007008730744, 0.09244771798451741, 0.07810935284942389, 0.1640555914491415, 0.018554255676766235, 0.1711273193359375, 0.00910085377593835]","[0.039976841857424006, 0.031336687718673296, 0.10726772497097649, 0.11802157495791714, 0.09575162359396927, 0.11661739439296072, 0.02755029352071384, 0.11267745325070185, 0.09857599763199684, 0.06122349897244325, 0.09280359105711491, 0.0981973165665598]",9.335212707519531,6.666666666666667,2.2447916666666665,3.6162109375,2.7507149766037635,1.6956929161283185,2.5193010532900773,3,12,12,12,0.48560853983211333,0.222334998223603,0.41263205736670505,[],[],[],[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.5914672419329449,1.4866188448390218,0.6947486355385255,3.7863704410471066,4.243517915768125,1.1480079612608114,0,6616,140321,2642,93097,0.8600260416666666,0.4735158284505208,2.5041635124905373,1.5072558729067531,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 140321.0, ""padded_rows"": 0.0, ""unique_pairs"": 93097.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 146937.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 6616.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2642.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 95739.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.028263773769140244, 0.01625239849090576, 0.14255255460739136, 0.09098505973815918, 0.06222553551197052, 0.14750906825065613, 0.0599990077316761, 0.09539341181516647, 0.13131579756736755, 0.039888881146907806, 0.13196545839309692, 0.05364908650517464]",1.0000000335276127,9.335212628961806,7.855772565790176e-08,1024,3.0,5.0,2,6,"{""2"": 29, ""3"": 494, ""4"": 360, ""5"": 123, ""6"": 18}","{""0"": 9, ""5"": 1, ""7"": 1, ""8"": 1}","{""1"": 21, ""2"": 111, ""3"": 52, ""4"": 8}",True
0281,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.03463386744260788, 0.0, 0.1887296438217163, 0.008812627444664637, 0.11034253239631653, 0.17859135071436563, 0.1823710004488627, 0.10503102466464043, 0.06377379999806483, 0.031054678062597908, 0.08042261234368198, 0.016236816843350727]","[0.02065057895379141, 0.02196352655300871, 0.13672017491383784, 0.08659918901200096, 0.058289838469742485, 0.1602302726047735, 0.04882711009122431, 0.0727250928757712, 0.11113556107738988, 0.07309762543688217, 0.07872791157569735, 0.1310331189500478]",9.188962936401367,5.0,2.1354166666666665,3.6357421875,2.513783559119036,1.6167340563597028,2.4654293783165944,3,12,12,12,0.44017429504566,0.1998804721566726,0.40748678730437665,[1],[],[1],[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.3760818499897833,1.4452816209423514,0.5494449959055949,3.772608605760766,4.471158846120559,1.200604295773085,0,5251,135357,2380,92314,0.7747395833333334,0.4695332845052083,2.2063025210084035,1.466267305067487,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 135357.0, ""padded_rows"": 0.0, ""unique_pairs"": 92314.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 140608.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 5251.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2380.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 94694.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.027642223984003067, 0.01098176371306181, 0.16272491216659546, 0.047705911099910736, 0.084316186606884, 0.1694107949733734, 0.11559905856847763, 0.08887806534767151, 0.08745467662811279, 0.052076153457164764, 0.07957525551319122, 0.07363497465848923]",0.9999999767169356,9.188962901805775,3.4595592168784606e-08,1024,4.0,5.0,2,6,"{""2"": 59, ""3"": 440, ""4"": 351, ""5"": 163, ""6"": 11}","{""0"": 9, ""4"": 1, ""5"": 1, ""6"": 1}","{""1"": 45, ""2"": 88, ""3"": 48, ""4"": 10, ""5"": 1}",True
0282,12,3,3,12,"[0, 1, 2]",8192,deterministic_linspace_subset,"[0.046875, 11.953125, 0.046875, 5.953125]","[true, true, true, true, true, true, true, true, true, true, true, true]","[0.0, 0.0, 0.18497411161661148, 0.02488380173842112, 0.010537438094615936, 0.02827879786491394, 0.03393915295600891, 0.14928063253561655, 0.21660372420834997, 0.025145178757763155, 0.1510192851225535, 0.17533785104751587]","[0.03947450728931774, 0.030755063130830717, 0.11255423315257453, 0.09557964947695533, 0.06916842353530228, 0.12094292157174395, 0.052312194835394614, 0.06803760669815044, 0.1051355054999779, 0.0885938578285277, 0.0840534590436922, 0.1333925788057968]",8.77478313446045,5.333333333333333,1.9270833333333333,3.578125,2.9674164344466525,1.555928967496777,2.4254631659072414,3,12,11,12,0.5085072972735264,0.17839712805607735,0.4009533435921784,"[0, 1]",[],"[0, 1]",[],False,"[true, true, true, true, true, true, true, true, true, true, true, true]",,,,0.4549999500209581,1.3931967552891793,0.8388998476556757,3.7701073783666885,4.152460131461045,1.1676723153581403,0,6120,119715,2424,88563,0.7890625,0.4504547119140625,2.5247524752475248,1.3517496019782527,3072,196608,True,True,True,"{""P0"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P1"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}, ""P2"": {""actual_rows"": 208896.0, ""content_rows"": 786432.0, ""environment"": {""actual_rows"": 196608.0, ""content_rows"": 786432.0, ""geometry_rows"": 196608.0, ""logical_paths"": 119715.0, ""padded_rows"": 0.0, ""unique_pairs"": 88563.0}, ""geometry_rows"": 196608.0, ""logical_paths"": 125835.0, ""module"": {""actual_rows"": 12288.0, ""content_rows"": null, ""geometry_rows"": null, ""logical_paths"": 6120.0, ""padded_rows"": 9216.0, ""unique_pairs"": 2424.0}, ""padded_rows"": 9216.0, ""status"": ""available"", ""unique_pairs"": 90987.0}, ""P2_consistency"": {""reason"": ""explicit phase ledger missing"", ""status"": ""unavailable""}}",12288.0,9216.0,,,196608.0,0.0,196608.0,786432.0,12,12,"[0.019737256690859795, 0.015377532690763474, 0.14876417815685272, 0.06023172289133072, 0.03985292837023735, 0.0746108666062355, 0.04312567412853241, 0.10865911841392517, 0.16086962819099426, 0.056869518011808395, 0.11753638088703156, 0.15436521172523499]",1.0000000167638063,8.774782950346411,1.8411403779339253e-07,1024,4.0,5.0,2,6,"{""2"": 32, ""3"": 477, ""4"": 409, ""5"": 103, ""6"": 3}","{""0"": 9, ""5"": 2, ""6"": 1}","{""1"": 50, ""2"": 109, ""3"": 30, ""4"": 3}",True
