endpoint,source_index,case,layout_index,wind_direction_deg,classic_volume_rmse_mps,dense_volume_rmse_mps,dense_minus_classic_volume_rmse_mps
best_validation,426,gen_0142_wd270,142,270.0,0.01963992416858673,0.011793749406933784,-0.007846174761652946
best_validation,427,gen_0142_wd285,142,285.0,0.02033069357275963,0.011583732441067696,-0.008746961131691933
best_validation,428,gen_0142_wd300,142,300.0,0.020690960809588432,0.013073419220745564,-0.007617541588842869
best_validation,462,gen_0154_wd270,154,270.0,0.01654757745563984,0.009449702687561512,-0.007097874768078327
best_validation,463,gen_0154_wd285,154,285.0,0.01348564587533474,0.01010553166270256,-0.0033801142126321793
best_validation,464,gen_0154_wd300,154,300.0,0.018043482676148415,0.009902816265821457,-0.008140666410326958
best_validation,474,gen_0158_wd270,158,270.0,0.019757717847824097,0.013351188972592354,-0.006406528875231743
best_validation,475,gen_0158_wd285,158,285.0,0.019084090366959572,0.01132870465517044,-0.007755385711789131
best_validation,476,gen_0158_wd300,158,300.0,0.019897492602467537,0.01342775858938694,-0.006469734013080597
best_validation,480,gen_0160_wd270,160,270.0,0.020382555201649666,0.009310257621109486,-0.01107229758054018
best_validation,481,gen_0160_wd285,160,285.0,0.017780745401978493,0.00947005394846201,-0.008310691453516483
best_validation,482,gen_0160_wd300,160,300.0,0.01709006167948246,0.00879744254052639,-0.00829261913895607
best_validation,486,gen_0162_wd270,162,270.0,0.059075284749269485,0.012519516982138157,-0.04655576776713133
best_validation,487,gen_0162_wd285,162,285.0,0.0260232612490654,0.0135497460141778,-0.0124735152348876
best_validation,488,gen_0162_wd300,162,300.0,0.03236279636621475,0.014678164385259151,-0.0176846319809556
best_validation,504,gen_0168_wd270,168,270.0,0.021021965891122818,0.011425413191318512,-0.009596552699804306
best_validation,505,gen_0168_wd285,168,285.0,0.027058156207203865,0.012418224476277828,-0.014639931730926037
best_validation,506,gen_0168_wd300,168,300.0,0.030223485082387924,0.013270614668726921,-0.016952870413661003
best_validation,507,gen_0169_wd270,169,270.0,0.018454229459166527,0.011495431885123253,-0.006958797574043274
best_validation,508,gen_0169_wd285,169,285.0,0.019224651157855988,0.011432990431785583,-0.007791660726070404
best_validation,509,gen_0169_wd300,169,300.0,0.017675459384918213,0.011037820018827915,-0.006637639366090298
best_validation,516,gen_0172_wd270,172,270.0,0.016511065885424614,0.014268566854298115,-0.002242499031126499
best_validation,517,gen_0172_wd285,172,285.0,0.013781528919935226,0.009659040719270706,-0.00412248820066452
best_validation,518,gen_0172_wd300,172,300.0,0.016445962712168694,0.0110188452526927,-0.005427117459475994
best_validation,546,gen_0182_wd270,182,270.0,0.03219772130250931,0.014066941104829311,-0.018130780197679996
best_validation,547,gen_0182_wd285,182,285.0,0.02159210853278637,0.013378011994063854,-0.008214096538722515
best_validation,548,gen_0182_wd300,182,300.0,0.027920177206397057,0.012340599671006203,-0.015579577535390854
epoch2500_validation,3,gen_0001_wd270,1,270.0,0.020552806556224823,0.01104014739394188,-0.009512659162282944
epoch2500_validation,4,gen_0001_wd285,1,285.0,0.017093855887651443,0.010291189886629581,-0.006802666001021862
epoch2500_validation,5,gen_0001_wd300,1,300.0,0.017126917839050293,0.009134318679571152,-0.007992599159479141
epoch2500_validation,33,gen_0011_wd270,11,270.0,0.01219287421554327,0.006577854044735432,-0.0056150201708078384
epoch2500_validation,34,gen_0011_wd285,11,285.0,0.011967754922807217,0.006494728848338127,-0.0054730260744690895
epoch2500_validation,35,gen_0011_wd300,11,300.0,0.01571306400001049,0.008417757228016853,-0.007295306771993637
epoch2500_validation,45,gen_0015_wd270,15,270.0,0.014905433170497417,0.008103691972792149,-0.006801741197705269
epoch2500_validation,46,gen_0015_wd285,15,285.0,0.01674746349453926,0.008455743081867695,-0.008291720412671566
epoch2500_validation,47,gen_0015_wd300,15,300.0,0.012970224022865295,0.0070371548645198345,-0.005933069158345461
epoch2500_validation,48,gen_0016_wd270,16,270.0,0.021874675527215004,0.010572542436420918,-0.011302133090794086
