endpoint,stratum,classic_cases,dense_cases,classic_layouts,dense_layouts,classic_mean_volume_rmse_mps,dense_mean_volume_rmse_mps,dense_minus_classic_volume_rmse_mps,dense_reduction_percent_volume_rmse,classic_max_volume_rmse_mps,dense_max_volume_rmse_mps
best_test,M_bin=16-20,21,21,7,7,0.01700057914214475,0.010063052931356998,-0.006937526210787751,40.80758751088365,0.0220037791877985,0.012087073177099228
best_test,M_bin=21-25,18,18,6,6,0.01788977264530129,0.011451756788624657,-0.0064380158566766325,35.98713066019631,0.026250367984175682,0.013535646721720695
best_test,M_bin=26-30,27,27,9,9,0.020676553939227706,0.012037679553031921,-0.008638874386195785,41.781016370460314,0.030497640371322632,0.01385548710823059
best_test,M_bin=6-10,15,15,5,5,0.020274420082569123,0.008673791959881782,-0.011600628122687341,57.21805149268339,0.03336068242788315,0.010271437466144562
best_test,aspect_xy_bin=1,25,25,15,15,0.01854147605597973,0.010517020635306835,-0.008024455420672894,43.27840672687417,0.02338291145861149,0.012606734409928322
best_test,aspect_xy_bin=2,20,20,16,16,0.01874319640919566,0.01086590369231999,-0.007877292716875671,42.027477837296566,0.02704610675573349,0.01385548710823059
best_test,aspect_xy_bin=3,25,25,17,17,0.018436615318059922,0.010521160215139389,-0.007915455102920533,42.93334197392949,0.022813433781266212,0.013261856511235237
best_test,aspect_xy_bin=4,20,20,14,14,0.020250481320545077,0.010732207028195263,-0.009518274292349815,47.00270646255243,0.03336068242788315,0.013067859224975109
best_test,direction=270,30,30,30,30,0.019982484355568885,0.010716674911479155,-0.00926580944408973,46.369656941617755,0.03336068242788315,0.013261856511235237
best_test,direction=285,30,30,30,30,0.018469923983017604,0.010615057374040286,-0.007854866608977319,42.52787730041321,0.030497640371322632,0.012502572499215603
best_test,direction=300,30,30,30,30,0.018358452959607044,0.010598825570195914,-0.00775962738941113,42.267327244208175,0.02704610675573349,0.01385548710823059
best_test,mean_nn_D_bin=1,24,24,8,8,0.021114733768627048,0.011594725656323135,-0.009520008112303913,45.08703835256994,0.030497640371322632,0.01385548710823059
best_test,mean_nn_D_bin=2,27,27,9,9,0.01771009589234988,0.010755281033063377,-0.006954814859286503,39.27033993243781,0.02278934046626091,0.013261856511235237
best_test,mean_nn_D_bin=3,24,24,8,8,0.017767144134268165,0.010897989695270857,-0.006869154438997308,38.66211917394484,0.02311556413769722,0.012146922759711742
best_test,mean_nn_D_bin=4,15,15,5,5,0.019532545345524947,0.008513265289366245,-0.011019280056158702,56.41497235117543,0.03336068242788315,0.009860267862677574
best_test,min_sep_D_bin=1,24,24,8,8,0.021114733768627048,0.011594725656323135,-0.009520008112303913,45.08703835256994,0.030497640371322632,0.01385548710823059
best_test,min_sep_D_bin=2,24,24,8,8,0.018069161373811465,0.010995831340551376,-0.007073330033260088,39.145867851464416,0.02278934046626091,0.013261856511235237
best_test,min_sep_D_bin=3,30,30,10,10,0.01810038210824132,0.010513803487022718,-0.007586578621218603,41.91391416960387,0.03336068242788315,0.012146922759711742
best_test,min_sep_D_bin=4,12,12,4,4,0.018408407690003514,0.008360771927982569,-0.010047635762020946,54.58177551922215,0.02338291145861149,0.009070399217307568
