case_id,suffix,field_mse,field_rmse,field_mae,field_relative_l2,fluid_mse,fluid_rmse,fluid_mae,fluid_relative_l2,temperature_fluid_mse,temperature_fluid_rmse,temperature_fluid_mae
0653,predicted,0.188285792081408,0.43391910776250453,0.07708962928911986,0.1315959225790943,0.0073985689058106065,0.08601493420221053,0.032429986849196346,0.027531015921518832,0.0365784056135245,0.19125481853674825,0.14048370574018304
