label,checkpoint,checkpoint_epoch,architecture,case_id,phase,status,median_wall_ms,p95_wall_ms,median_cuda_event_ms,peak_incremental_allocated_mib,peak_incremental_reserved_mib,baseline_allocated_mib,baseline_reserved_mib,application_grid_query_count,direct_query_count,application_query_batch_size,configured_inner_receiver_chunk_size
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0280,preparation_plus_one_query,complete,24.94730055332184,25.586696434766054,24.92313575744629,35.47119140625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0280,prepared_p2_decode,complete,6.523320451378822,6.567573547363281,6.503424167633057,362.66845703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0281,application_evaluator,complete,27.556906454265118,28.442206420004368,27.53798484802246,363.654296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0281,full_forward,complete,26.405339129269123,26.477752067148685,26.384288787841797,363.349609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0281,preparation_plus_one_query,complete,23.515522480010986,24.615545850247145,23.49465560913086,35.47119140625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0281,prepared_p2_decode,complete,6.512424908578396,6.524744629859924,6.491968154907227,362.66845703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0282,application_evaluator,complete,30.897071585059166,32.36469337716699,30.87500762939453,363.654296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0282,full_forward,complete,28.002225793898106,28.512385301291943,27.96246337890625,363.349609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0282,preparation_plus_one_query,complete,23.73119629919529,25.603627134114504,23.70649528503418,35.47119140625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0282,prepared_p2_decode,complete,6.814146414399147,6.892342027276754,6.78988790512085,362.66845703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0283,application_evaluator,complete,29.25017662346363,29.2697886005044,29.223552703857422,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0283,full_forward,complete,28.87414302676916,28.90833867713809,28.850112915039062,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0283,preparation_plus_one_query,complete,24.84113909304142,25.263547617942095,24.817663192749023,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0283,prepared_p2_decode,complete,6.665520370006561,6.724104005843401,6.644959926605225,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0284,application_evaluator,complete,29.701920226216316,32.16698095202446,29.681472778320312,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0284,full_forward,complete,27.834882028400898,29.00229087099433,27.800607681274414,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0284,preparation_plus_one_query,complete,23.228327743709087,23.774694558233023,23.20684814453125,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0284,prepared_p2_decode,complete,6.858564913272858,6.919914577156305,6.834176063537598,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0285,application_evaluator,complete,29.04791198670864,31.30327593535185,29.02796745300293,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0285,full_forward,complete,27.628985233604908,29.310073144733906,27.607839584350586,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0285,preparation_plus_one_query,complete,25.207114405930042,25.23125261068344,25.185279846191406,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0285,prepared_p2_decode,complete,6.562151946127415,6.629285961389542,6.540256023406982,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0286,application_evaluator,complete,28.3550713211298,29.017348960042,28.334463119506836,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0286,full_forward,complete,27.624236419796944,29.037798289209604,27.5916805267334,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0286,preparation_plus_one_query,complete,25.130007416009903,25.17778091132641,25.106624603271484,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0286,prepared_p2_decode,complete,6.355976685881615,6.362263113260269,6.334464073181152,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0287,application_evaluator,complete,27.99496054649353,28.209434170275927,27.97216033935547,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0287,full_forward,complete,27.568919584155083,29.549718368798494,27.54662322998047,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0287,preparation_plus_one_query,complete,24.74950533360243,25.141490902751684,24.72857666015625,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0287,prepared_p2_decode,complete,6.528069265186787,6.565533857792616,6.503424167633057,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0288,application_evaluator,complete,29.295713640749454,29.93611702695489,29.2761287689209,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0288,full_forward,complete,28.47967017441988,28.59507892280817,28.457984924316406,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0288,preparation_plus_one_query,complete,25.94744972884655,28.399434685707092,25.92563247680664,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0288,prepared_p2_decode,complete,6.483928300440311,6.514101475477219,6.4634881019592285,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0289,application_evaluator,complete,29.1082551702857,29.200532380491495,29.089279174804688,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0289,full_forward,complete,26.523233391344547,26.64618333801627,26.49087905883789,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0289,preparation_plus_one_query,complete,23.999392054975033,24.353914707899094,23.976991653442383,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0289,prepared_p2_decode,complete,6.548464298248291,6.578888092190027,6.52185583114624,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0290,application_evaluator,complete,29.677893966436386,29.955728072673082,29.6549129486084,364.029296875,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0290,full_forward,complete,26.392766274511814,29.062996711581945,26.37004852294922,363.724609375,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0290,preparation_plus_one_query,complete,26.18212066590786,27.39453613758087,26.153120040893555,35.50634765625,0.0,21.82861328125,462.0,8192,8192,32768,
1404,/home/wanglz/Desktop/src/ModularDT/HONF_Proj/Trained_Results/ThermalChannel/HONF_Forward_Runs/Run_1404_20260916_092508_routing_only_pairwise/best_by_field_mse_model.pt,4890,legacy_honf,0290,prepared_p2_decode,complete,6.451801396906376,6.464875489473343,6.432767868041992,363.04345703125,0.0,22.09326171875,462.0,8192,8192,32768,
